suffix,reputation,popularity,level,branches,leaves,cnt,cntPos,cntNeg,isPSL,features
fr.blogspot,0.949,0.0777,2,17,17,119,114,3,1,"fr.blogspot: fr.blogs,pot"
fr.toulouse-metropole,0.846,0.0018,2,5,5,13,12,1,0,"fr.toulouse-metropole: fr.toulouse,-,metropol,e"
fr.assedic,-1,0.0182,2,0,0,3,0,1,1,"fr.assedic: fr.assedic"
fr.experts-comptables,-1,0.0239,2,1,1,4,0,2,1,"fr.experts-comptables: fr.experts,-,comp,tables"
fr.medecin,-1,0.026,2,0,0,3,0,1,1,"fr.medecin: fr.mede,cin"
fr.avocat,-1,0.0352,2,5,5,8,0,6,1,"fr.avocat: fr.avocat"
fr.pharmacien,-1,0.0233,2,1,1,4,0,2,1,"fr.pharmacien: fr.phar,macie,n"
fr.veterinaire,-1,0.0193,2,0,0,3,0,1,1,"fr.veterinaire: fr.veter,inai,re"
fr.sitego,0.5,0.0024,2,3,3,4,3,1,0,"fr.sitego: fr.site,go"
fr.apps-dev,0.667,0.0043,2,3,3,6,5,1,0,"fr.apps-dev: fr.apps,-,dev"
fr.editionsatlas,0.778,0.0012,2,2,2,9,8,1,0,"fr.editionsatlas: fr.editions,atlas"
fr.artis,0.8,0.0014,2,1,5,10,9,1,0,"fr.artis: fr.artis"
fox,-1,0.0263,1,1,1,3,0,1,1,"fox: fox"
xfinity,0,0.0164,1,0,0,2,0,0,1,"xfinity: xf,inity"
xn--5tzm5g,0,0.0164,1,0,0,2,0,0,1,"网站: 网站 #IDN"
mckinsey,0,0.0153,1,0,0,2,0,0,1,"mckinsey: mck,inse,y"
stcgroup,0,0.0128,1,0,0,2,0,0,1,"stcgroup: stc,group"
ga,0.533,1.2045,1,2051,2145,2906,2226,678,1,"ga: ga"
ga.reborngaming,0.778,0.0014,2,2,2,9,8,1,0,"ga.reborngaming: ga.reborn,gaming"
gb,-1,0.023,1,1,1,3,0,1,1,"gb: gb"
gd,-0.439,0.1843,1,32,45,60,16,41,1,"gd: gd"
gd.nom,0,0,2,0,0,1,0,0,1,"gd.nom: gd.nom"
gd.rf,0.75,0.0125,2,14,14,16,14,2,0,"gd.rf: gd.rf"
ge,-0.633,1.3921,1,519,589,743,133,592,1,"ge: ge"
ge.gov,-1,0.088,2,25,25,37,0,35,1,"ge.gov: ge.gov"
ge.education,0.6,0.0011,2,2,2,5,4,1,0,"ge.education: ge.education"
ge.com,-0.647,0.0681,2,16,16,19,3,14,1,"ge.com: ge.com"
ge.net,0,0.0214,2,0,0,2,0,0,1,"ge.net: ge.net"
ge.webline,0.778,0.0043,2,3,3,9,8,1,0,"ge.webline: ge.webline"
ge.mil,0,0.0153,2,0,0,2,0,0,1,"ge.mil: ge.mil"
ge.nom,0,0.013,2,0,0,2,0,0,1,"ge.nom: ge.nom"
ge.org,-0.6,0.0298,2,5,5,7,1,4,1,"ge.org: ge.org"
ge.pvt,-1,0.0203,2,2,2,4,0,2,1,"ge.pvt: ge.pvt"
ge.edu,-0.625,0.0459,2,12,12,18,3,13,1,"ge.edu: ge.edu"
gf,0.929,0.0248,1,1,14,30,27,1,1,"gf: gf"
gf.info,0.929,0.0015,2,14,14,28,27,1,0,"gf.info: gf.info"
gg,-0.88,0.9689,1,259,268,311,18,283,1,"gg: gg"
gg.co,0,0.0227,2,0,0,2,0,0,1,"gg.co: gg.co"
gg.tr,-0.429,0.0131,2,6,6,7,2,5,0,"gg.tr: gg.tr"
gg.gov,-1,0.0048,2,3,3,3,0,3,0,"gg.gov: gg.gov"
gg.cya,0,0.0164,2,0,0,2,0,0,1,"gg.cya: gg.cya"
gg.org,0,0.0228,2,2,2,4,1,1,1,"gg.org: gg.org"
gg.net,0,0.0162,2,0,0,2,0,0,1,"gg.net: gg.net"
digital,-0.111,0.2221,1,90,127,164,72,90,1,"digital: digital"
gh,-0.867,0.4773,1,6,112,147,9,126,1,"gh: gh"
gh.com,-0.855,0.1875,2,43,43,57,4,51,1,"gh.com: gh.com"
gh.mil,0,0.017,2,0,0,2,0,0,1,"gh.mil: gh.mil"
gh.org,-1,0.0303,2,6,6,8,0,6,1,"gh.org: gh.org"
gh.edu,-0.787,0.116,2,37,38,49,5,42,1,"gh.edu: gh.edu"
gh.gov,-1,0.0758,2,23,23,28,0,26,1,"gh.gov: gh.gov"
comcast,0,0.0204,1,0,0,2,0,0,1,"comcast: comcas,t"
gi,-0.625,0.2478,1,25,28,46,6,26,1,"gi: gi"
gi.com,-1,0.0591,2,1,1,4,0,2,1,"gi.com: gi.com"
gi.mod,0,0.0131,2,0,0,2,0,0,1,"gi.mod: gi.mod"
gi.gov,-1,0.0439,2,3,3,7,0,5,1,"gi.gov: gi.gov"
gi.ltd,0,0.0159,2,0,0,2,0,0,1,"gi.ltd: gi.ltd"
gi.org,0,0.017,2,0,0,2,0,0,1,"gi.org: gi.org"
gi.edu,0,0.0174,2,0,0,2,0,0,1,"gi.edu: gi.edu"
living,0,0.0159,1,0,0,2,0,0,1,"living: living"
gl,-1,0.5758,1,51,51,68,0,55,1,"gl: gl"
gl.com,0,0.0166,2,0,0,2,0,0,1,"gl.com: gl.com"
gl.net,0,0.0131,2,0,0,2,0,0,1,"gl.net: gl.net"
gl.edu,-1,0.0186,2,1,1,3,0,1,1,"gl.edu: gl.edu"
gl.nom,0,0,2,0,0,1,0,0,1,"gl.nom: gl.nom"
gl.org,0,0.0142,2,0,0,2,0,0,1,"gl.org: gl.org"
gl.co,0,0.0136,2,0,0,2,0,0,1,"gl.co: gl.co"
gm,-0.366,0.1027,1,33,33,43,13,28,1,"gm: gm"
gn,-1,0.1298,1,6,7,17,0,3,1,"gn: gn"
gn.com,-1,0.0213,2,1,1,3,0,1,1,"gn.com: gn.com"
gn.ac,0,0.015,2,0,0,2,0,0,1,"gn.ac: gn.ac"
gn.org,0,0.0162,2,0,0,2,0,0,1,"gn.org: gn.org"
gn.edu,0,0.0135,2,0,0,2,0,0,1,"gn.edu: gn.edu"
gn.net,0,0.0185,2,0,0,2,0,0,1,"gn.net: gn.net"
gn.gov,-1,0.0218,2,2,2,4,0,2,1,"gn.gov: gn.gov"
gp,-0.667,0.1759,1,23,23,32,3,15,1,"gp: gp"
gp.com,0,0.0166,2,0,0,2,0,0,1,"gp.com: gp.com"
gp.asso,0,0.0156,2,0,0,2,0,0,1,"gp.asso: gp.asso"
gp.org,0,0.0152,2,0,0,2,0,0,1,"gp.org: gp.org"
gp.edu,0,0.0135,2,0,0,2,0,0,1,"gp.edu: gp.edu"
gp.mobi,0,0.0153,2,0,0,2,0,0,1,"gp.mobi: gp.mobi"
gp.net,0,0.0158,2,0,0,2,0,0,1,"gp.net: gp.net"
gq,0.323,1.2108,1,1610,1641,2237,1478,757,1,"gq: gq"
goodyear,0,0.016,1,0,0,2,0,0,1,"goodyear: goodyear"
gr,-0.802,13.5941,1,6358,6681,7922,784,7122,1,"gr: gr"
gr.com,-0.852,0.2247,2,104,104,110,8,100,1,"gr.com: gr.com"
gr.taxpress,0.714,0.001,2,2,2,7,6,1,0,"gr.taxpress: gr.tax,press"
gr.edu,-0.852,0.1099,2,44,44,56,4,50,1,"gr.edu: gr.edu"
gr.gov,-1,0.1768,2,60,60,83,0,81,1,"gr.gov: gr.gov"
gr.blogspot,0.895,0.05,2,7,7,40,36,2,1,"gr.blogspot: gr.blogs,pot"
gr.mil,-1,0.0064,2,2,2,3,0,3,0,"gr.mil: gr.mil"
gr.vamvacas,0.714,0.0014,2,2,2,7,6,1,0,"gr.vamvacas: gr.vam,vaca,s"
gr.net,-1,0.0335,2,8,8,10,0,8,1,"gr.net: gr.net"
gr.nym,0,0.0142,2,0,0,2,0,0,1,"gr.nym: gr.nym"
gr.org,-0.588,0.0737,2,25,26,36,7,27,1,"gr.org: gr.org"
football,-0.833,0.0617,1,12,12,14,1,11,1,"football: football"
gs,-0.81,0.3045,1,87,91,107,10,95,1,"gs: gs"
gs.inc,0.5,0.0014,2,3,3,4,3,1,0,"gs.inc: gs.inc"
gs.cf,0.5,0.0021,2,3,3,4,3,1,0,"gs.cf: gs.cf"
gt,-0.464,0.7396,1,35,203,279,70,191,1,"gt: gt"
gt.com,-0.573,0.2736,2,95,98,119,25,92,1,"gt.com: gt.com"
gt.nom,0,0.013,2,0,0,2,0,0,1,"gt.nom: gt.nom"
gt.mil,-1,0.0193,2,1,1,3,0,1,1,"gt.mil: gt.mil"
gt.net,1,0.0246,2,1,2,4,2,0,1,"gt.net: gt.net"
gt.ind,0,0.0133,2,0,0,2,0,0,1,"gt.ind: gt.ind"
gt.org,-0.556,0.0508,2,14,14,20,4,14,1,"gt.org: gt.org"
gt.edu,0.16,0.0859,2,18,25,52,29,21,1,"gt.edu: gt.edu"
gt.edu.umes,0.889,0.0049,3,7,7,18,17,1,0,"gt.edu.umes: gt.edu.umes|g,t.e,du.umes"
gt.edu.mesoamericana,0.75,0.0015,3,2,2,8,7,1,0,"gt.edu.mesoamericana: gt.edu.meso,americana|g,t.e,du.meso,americana"
gt.gob,-1,0.1157,2,34,34,37,0,35,1,"gt.gob: gt.gob"
gu,-1,0.1486,1,8,8,19,0,1,1,"gu: gu"
gu.com,0,0.0178,2,0,0,2,0,0,1,"gu.com: gu.com"
gu.org,0,0.0165,2,0,0,2,0,0,1,"gu.org: gu.org"
gu.web,0,0.0139,2,0,0,2,0,0,1,"gu.web: gu.web"
gu.edu,0,0.0148,2,0,0,2,0,0,1,"gu.edu: gu.edu"
gu.guam,0,0.0147,2,0,0,2,0,0,1,"gu.guam: gu.guam"
gu.net,0,0.0143,2,0,0,2,0,0,1,"gu.net: gu.net"
gu.gov,-1,0.0197,2,1,1,3,0,1,1,"gu.gov: gu.gov"
gu.info,0,0.0133,2,0,0,2,0,0,1,"gu.info: gu.info"
gw,-1,0.0258,1,1,1,3,0,1,1,"gw: gw"
gy,-0.714,0.2682,1,31,38,57,6,36,1,"gy: gy"
gy.com,0,0.018,2,0,0,2,0,0,1,"gy.com: gy.com"
gy.nym,0,0,2,0,0,1,0,0,1,"gy.nym: gy.nym"
gy.gov,-1,0.0387,2,6,6,8,0,6,1,"gy.gov: gy.gov"
gy.net,0,0.0258,2,0,0,2,0,0,1,"gy.net: gy.net"
gy.org,-1,0.0238,2,2,2,4,0,2,1,"gy.org: gy.org"
gy.co,0,0.0261,2,0,0,2,0,0,1,"gy.co: gy.co"
gy.edu,-1,0.0243,2,2,2,5,0,3,1,"gy.edu: gy.edu"
allfinanz,0,0.0175,1,0,0,2,0,0,1,"allfinanz: all,fin,anz"
management,-0.556,0.068,1,9,9,12,2,7,1,"management: management"
management.router,0,0,2,0,0,1,0,0,1,"management.router: management.router|manage,ment.router"
obi,-1,0.0178,1,1,1,3,0,1,1,"obi: obi"
bid,0.891,1.2202,1,6439,7224,8804,8321,481,1,"bid: bid"
expert,-0.868,0.1654,1,66,66,78,5,71,1,"expert: expert"
hk,-0.788,5.6431,1,685,2247,2742,286,2416,1,"hk: hk"
hk.xn--55qx5d,0,0.0151,2,0,0,2,0,0,1,"hk.公司: hk.公司 #IDN"
hk.gov,-1,0.5753,2,140,140,209,0,207,1,"hk.gov: hk.gov"
hk.xn--lcvr32d,0,0,2,0,0,1,0,0,1,"hk.敎育: hk.敎育 #IDN"
hk.xn--zf0avx,0,0,2,0,0,1,0,0,1,"hk.網络: hk.網络 #IDN"
hk.xn--od0alg,0,0.0139,2,0,0,2,0,0,1,"hk.網絡: hk.網絡 #IDN"
hk.xn--mk0axi,0,0,2,0,0,1,0,0,1,"hk.组織: hk.组織 #IDN"
hk.xn--od0aq3b,0,0,2,0,0,1,0,0,1,"hk.网絡: hk.网絡 #IDN"
hk.xn--tn0ag,0,0,2,0,0,1,0,0,1,"hk.组织: hk.组织 #IDN"
hk.xn--uc0ay4a,0,0,2,0,0,1,0,0,1,"hk.組织: hk.組织 #IDN"
hk.com,-0.842,2.356,2,944,954,1143,90,1051,1,"hk.com: hk.com"
hk.com.discuss,0.818,0.0413,3,6,6,22,20,2,0,"hk.com.discuss: hk.com.discuss|h,k.c,om.discuss"
hk.net,-0.6,0.0374,2,5,5,7,1,4,1,"hk.net: hk.net"
hk.xn--io0a7i,0,0,2,0,0,1,0,0,1,"hk.网络: hk.网络 #IDN"
hk.xn--uc0atv,0,0.0138,2,0,0,2,0,0,1,"hk.組織: hk.組織 #IDN"
hk.idv,-1,0.0221,2,0,0,3,0,1,1,"hk.idv: hk.idv"
hk.org,-1,0.4287,2,203,203,247,0,245,1,"hk.org: hk.org"
hk.xn--ciqpn,0,0,2,0,0,1,0,0,1,"hk.个人: hk.个人 #IDN"
hk.lms,0.935,0.002,2,24,24,31,30,1,0,"hk.lms: hk.lms"
hk.xn--wcvs22d,0,0.0138,2,0,0,2,0,0,1,"hk.教育: hk.教育 #IDN"
hk.xn--gmqw5a,0,0,2,0,0,1,0,0,1,"hk.個人: hk.個人 #IDN"
hk.blogspot,0.818,0.0396,2,4,4,13,10,1,1,"hk.blogspot: hk.blogs,pot"
hk.edu,-0.867,0.4924,2,193,193,227,15,210,1,"hk.edu: hk.edu"
hk.xn--gmq050i,0,0,2,0,0,1,0,0,1,"hk.箇人: hk.箇人 #IDN"
hk.ltd,0,0.0132,2,0,0,2,0,0,1,"hk.ltd: hk.ltd"
hk.inc,0,0.0146,2,0,0,2,0,0,1,"hk.inc: hk.inc"
hk.xn--mxtq1m,0,0.0139,2,0,0,2,0,0,1,"hk.政府: hk.政府 #IDN"
select,0,0.0187,1,0,0,2,0,0,1,"select: select"
alstom,0,0.0173,1,0,0,2,0,0,1,"alstom: alstom"
hm,-0.556,0.0476,1,7,7,11,2,7,1,"hm: hm"
hn,-0.853,0.4381,1,59,82,110,7,88,1,"hn: hn"
hn.com,-1,0.0502,2,9,9,11,0,9,1,"hn.com: hn.com"
hn.net,0,0.0158,2,0,0,2,0,0,1,"hn.net: hn.net"
hn.edu,-1,0.0361,2,2,2,5,0,3,1,"hn.edu: hn.edu"
hn.nom,0,0,2,0,0,1,0,0,1,"hn.nom: hn.nom"
hn.mil,0,0.0177,2,0,0,2,0,0,1,"hn.mil: hn.mil"
hn.org,0,0.0207,2,0,0,2,0,0,1,"hn.org: hn.org"
hn.gob,-1,0.0559,2,14,14,17,0,15,1,"hn.gob: hn.gob"
bio,-0.949,0.1035,1,38,38,41,1,38,1,"bio: bio"
hr,-0.728,3.0923,1,1345,1461,1826,247,1567,1,"hr: hr"
hr.gov,-1,0.012,2,5,5,6,0,6,0,"hr.gov: hr.gov"
hr.com,-0.58,0.1437,2,67,71,83,17,64,1,"hr.com: hr.com"
hr.net,-1,0.0181,2,2,2,4,0,4,0,"hr.net: hr.net"
hr.name,0,0.0153,2,0,0,2,0,0,1,"hr.name: hr.name"
hr.iz,-1,0.0198,2,0,0,3,0,1,1,"hr.iz: hr.iz"
hr.blogspot,0.889,0.0272,2,4,4,20,17,1,1,"hr.blogspot: hr.blogs,pot"
hr.from,-1,0.0242,2,1,1,4,0,2,1,"hr.from: hr.from"
ht,-0.143,0.4079,1,45,68,106,30,40,1,"ht: ht"
ht.com,0,0.0207,2,0,0,2,0,0,1,"ht.com: ht.com"
ht.shop,0,0.0128,2,0,0,2,0,0,1,"ht.shop: ht.shop"
ht.pol,0,0.0129,2,0,0,2,0,0,1,"ht.pol: ht.pol"
ht.med,0,0.0131,2,0,0,2,0,0,1,"ht.med: ht.med"
ht.firm,0,0.0148,2,0,0,2,0,0,1,"ht.firm: ht.firm"
ht.uk,0.8,0.0019,2,9,9,10,9,1,0,"ht.uk: ht.uk"
ht.rel,0,0.0129,2,0,0,2,0,0,1,"ht.rel: ht.rel"
ht.net,0,0.0158,2,0,0,2,0,0,1,"ht.net: ht.net"
ht.info,0,0.0159,2,0,0,2,0,0,1,"ht.info: ht.info"
ht.perso,0,0.0129,2,0,0,2,0,0,1,"ht.perso: ht.perso"
ht.art,0,0.0137,2,0,0,2,0,0,1,"ht.art: ht.art"
ht.coop,0,0.0136,2,0,0,2,0,0,1,"ht.coop: ht.coop"
ht.asso,0,0.0137,2,0,0,2,0,0,1,"ht.asso: ht.asso"
ht.org,0,0.0175,2,0,0,2,0,0,1,"ht.org: ht.org"
ht.pro,0,0.0142,2,0,0,2,0,0,1,"ht.pro: ht.pro"
ht.p,0.833,0.0048,2,10,10,12,11,1,0,"ht.p: ht.p"
ht.edu,0.429,0.02,2,2,4,9,5,2,1,"ht.edu: ht.edu"
ht.edu.ueh,0.667,0.001,3,3,3,6,5,1,0,"ht.edu.ueh: ht.edu.ueh|h,t.e,du.ueh"
ht.gouv,-1,0.0283,2,3,3,6,0,4,1,"ht.gouv: ht.gouv"
ht.adult,0,0.0138,2,0,0,2,0,0,1,"ht.adult: ht.adult"
ht.tr,0.2,0.0068,2,2,2,5,3,2,0,"ht.tr: ht.tr"
bit,1,0.0334,1,11,12,33,32,0,1,"bit: bit"
hu,-0.653,10.7908,1,5420,5806,7116,1223,5827,1,"hu: hu"
hu.sport,-1,0.019,2,0,0,3,0,1,1,"hu.sport: hu.sport"
hu.ingatlan,0,0.0159,2,0,0,2,0,0,1,"hu.ingatlan: hu.ingatlan"
hu.priv,0,0.0158,2,0,0,2,0,0,1,"hu.priv: hu.priv"
hu.hotel,0,0.0159,2,0,0,2,0,0,1,"hu.hotel: hu.hotel"
hu.info,-1,0.0302,2,2,2,5,0,3,1,"hu.info: hu.info"
hu.casino,0,0.0156,2,0,0,2,0,0,1,"hu.casino: hu.casino"
hu.tozsde,0,0.0167,2,0,0,2,0,0,1,"hu.tozsde: hu.tozsde"
hu.lakas,0,0.0154,2,0,0,2,0,0,1,"hu.lakas: hu.lakas"
hu.forum,0.833,0.0226,2,1,5,14,11,1,1,"hu.forum: hu.forum"
hu.budapestinfo,0.667,0.0044,2,2,2,6,5,1,0,"hu.budapestinfo: hu.budapest,info"
hu.media,0,0.0162,2,0,0,2,0,0,1,"hu.media: hu.media"
hu.reklam,0,0.0175,2,0,0,2,0,0,1,"hu.reklam: hu.reklam"
hu.news,0,0.0153,2,0,0,2,0,0,1,"hu.news: hu.news"
hu.suli,0,0.0167,2,0,0,2,0,0,1,"hu.suli: hu.suli"
hu.co,-1,0.0721,2,11,11,14,0,12,1,"hu.co: hu.co"
hu.pe,0.698,0.0368,2,82,82,86,73,13,0,"hu.pe: hu.pe"
hu.tm,0,0.014,2,0,0,2,0,0,1,"hu.tm: hu.tm"
hu.uw,0.667,0.0179,2,5,5,12,10,2,0,"hu.uw: hu.uw"
hu.org,-1,0.0266,2,4,4,6,0,4,1,"hu.org: hu.org"
hu.csillagpor,0.946,0.0012,2,14,14,37,36,1,0,"hu.csillagpor: hu.csi,lla,gpo,r"
hu.gov,-1,0.0543,2,26,26,27,0,27,0,"hu.gov: hu.gov"
hu.konyvelo,0,0.0154,2,0,0,2,0,0,1,"hu.konyvelo: hu.kony,velo"
hu.video,0,0.018,2,0,0,2,0,0,1,"hu.video: hu.video"
hu.bpugyvedikamara,0.857,0.0011,2,6,6,14,13,1,0,"hu.bpugyvedikamara: hu.bpu,gyved,ikam,ara"
hu.jogasz,0,0.0154,2,0,0,2,0,0,1,"hu.jogasz: hu.joga,sz"
hu.2000,0,0.0157,2,0,0,2,0,0,1,"hu.2000: hu.2000"
hu.film,-1,0.0235,2,0,0,3,0,1,1,"hu.film: hu.film"
hu.games,0,0.0155,2,0,0,2,0,0,1,"hu.games: hu.games"
hu.agrar,0,0.0161,2,0,0,2,0,0,1,"hu.agrar: hu.agrar"
hu.unas,-1,0.0071,2,2,2,4,0,4,0,"hu.unas: hu.unas"
hu.city,0,0.0167,2,0,0,2,0,0,1,"hu.city: hu.city"
hu.bolt,-1,0.0218,2,2,2,5,0,3,1,"hu.bolt: hu.bolt"
hu.shop,-1,0.0201,2,1,1,4,0,2,1,"hu.shop: hu.shop"
hu.utazas,-1,0.0162,2,0,0,3,0,1,1,"hu.utazas: hu.utazas"
hu.sex,0,0.017,2,0,0,2,0,0,1,"hu.sex: hu.sex"
hu.erotika,0,0.0155,2,0,0,2,0,0,1,"hu.erotika: hu.erotika"
hu.szex,-1,0.0197,2,1,1,3,0,1,1,"hu.szex: hu.szex"
hu.erotica,0,0.0155,2,0,0,2,0,0,1,"hu.erotica: hu.erotica"
hu.blogspot,0.977,0.0387,2,14,14,90,87,1,1,"hu.blogspot: hu.blogs,pot"
ski,-1,0.0434,1,7,7,10,0,8,1,"ski: ski"
biz,0.274,9.8603,1,7652,10470,13620,8661,4933,1,"biz: biz"
biz.cloudns,1,0.016,2,4,4,10,8,0,1,"biz.cloudns: biz.cloud,ns|b,iz.cloud,ns"
biz.gonline,0.935,0.0013,2,6,6,31,30,1,0,"biz.gonline: biz.gon,line|b,iz.gon,line"
biz.no-ip,0.259,0.0607,2,21,21,29,17,10,1,"biz.no-ip: biz.no,-,ip|b,iz.no,-,ip"
biz.1m1,0.818,0.0017,2,4,4,11,10,1,0,"biz.1m1: biz.1,m,1|b,iz.1,m,1"
biz.for-some,1,0.0135,2,1,1,3,1,0,1,"biz.for-some: biz.for,-,some|b,iz.for,-,some"
biz.webhop,0.956,0.0228,2,26,26,47,44,1,1,"biz.webhop: biz.webh,op|b,iz.webh,op"
biz.mediacontent,0.714,0.0029,2,2,2,7,6,1,0,"biz.mediacontent: biz.mediac,ont,ent|b,iz.mediac,ont,ent"
biz.rpnet,0.867,0.0017,2,11,11,15,14,1,0,"biz.rpnet: biz.rpn,et|b,iz.rpn,et"
biz.infoshore,0.867,0.0017,2,7,7,15,14,1,0,"biz.infoshore: biz.info,shore|b,iz.info,shore"
biz.myftp,0.992,0.031,2,360,360,491,487,2,1,"biz.myftp: biz.myf,tp|b,iz.myf,tp"
biz.igg,0.999,0.0021,2,690,948,1609,1608,1,0,"biz.igg: biz.igg|b,iz.igg"
biz.for-better,1,0.0192,2,7,7,14,12,0,1,"biz.for-better: biz.for,-,better|b,iz.for,-,better"
biz.mmafan,0,0.0182,2,0,0,2,0,0,1,"biz.mmafan: biz.mma,fan|b,iz.mma,fan"
biz.dscloud,-1,0.0233,2,1,1,4,0,2,1,"biz.dscloud: biz.dsc,loud|b,iz.dsc,loud"
biz.for-the,1,0.0191,2,12,12,33,31,0,1,"biz.for-the: biz.for,-,the|b,iz.for,-,the"
biz.selfip,1,0.0227,2,21,21,32,30,0,1,"biz.selfip: biz.selfip|b,iz.selfip"
biz.dyndns,0.993,0.0492,2,567,573,1154,1148,4,1,"biz.dyndns: biz.dyndns|b,iz.dyndns"
biz.prohoster,0.935,0.0021,2,20,20,31,30,1,0,"biz.prohoster: biz.proh,oster|b,iz.proh,oster"
biz.fixwindowserrors,0.875,0.0011,2,5,5,16,15,1,0,"biz.fixwindowserrors: biz.fix,windows,errors|b,iz.fix,windows,errors"
biz.peopleplanner,0.984,0.002,2,63,63,124,123,1,0,"biz.peopleplanner: biz.people,planner|b,iz.people,planner"
biz.for-more,1,0.0181,2,5,5,9,7,0,1,"biz.for-more: biz.for,-,more|b,iz.for,-,more"
id,-0.221,8.095,1,754,3861,5367,2078,3259,1,"id: id"
id.sch,0.602,0.1021,2,75,104,168,133,33,1,"id.sch: id.sch"
id.ac,0.094,1.5779,2,454,691,1337,730,605,1,"id.ac: id.ac"
id.ac.unwiku,0.917,0.0071,3,11,11,24,23,1,0,"id.ac.unwiku: id.ac.unwiku"
id.ac.unmerpas,0.6,0.0021,3,4,4,10,8,2,0,"id.ac.unmerpas: id.ac.unmerpas"
id.ac.gontor,0.765,0.0043,3,1,10,17,15,2,0,"id.ac.gontor: id.ac.gontor"
id.ac.ukdw,0.833,0.0035,3,14,14,24,22,2,0,"id.ac.ukdw: id.ac.ukdw"
id.ac.unja,0.992,0.0093,3,2,149,509,507,2,0,"id.ac.unja: id.ac.unja"
id.ac.ub,0.714,0.0181,3,5,7,14,12,2,0,"id.ac.ub: id.ac.ub"
id.ac.stkippersada,0.9,0.0061,3,11,11,20,19,1,0,"id.ac.stkippersada: id.ac.stk,ippers,ada"
id.ac.unair,0.556,0.0157,3,2,5,9,7,2,0,"id.ac.unair: id.ac.unai,r"
id.ac.untirta,0.429,0.0039,3,2,2,7,5,2,0,"id.ac.untirta: id.ac.untirta"
id.co,-0.458,2.989,2,1303,1378,1787,483,1300,1,"id.co: id.co"
id.co.transvision,0.909,0.0022,3,8,8,22,21,1,0,"id.co.transvision: id.co.trans,vision"
id.co.pemdesukawati,0.8,0.0013,3,4,4,10,9,1,0,"id.co.pemdesukawati: id.co.pem,desu,kawat,i"
id.co.tabloidpulsa,0.556,0.0055,3,2,2,9,7,2,0,"id.co.tabloidpulsa: id.co.tabloidpulsa"
id.co.blogspot,0.973,0.0599,3,22,22,150,146,2,1,"id.co.blogspot: id.co.blogs,pot"
id.go,-0.094,1.014,2,402,557,715,323,390,1,"id.go: id.go"
id.go.sragenkab,0.969,0.0023,3,41,41,64,63,1,0,"id.go.sragenkab: id.go.sra,genk,ab"
id.go.bandungbaratkab,0.857,0.0013,3,8,8,14,13,1,0,"id.go.bandungbaratkab: id.go.bandung,bara,tka,b"
id.go.magelangkab,0.818,0.0015,3,1,4,11,10,1,0,"id.go.magelangkab: id.go.mage,lang,kab"
id.go.probolinggokab,0.92,0.0019,3,13,15,25,24,1,0,"id.go.probolinggokab: id.go.prob,olin,ggo,kab"
id.go.baliprov,0.966,0.0021,3,33,33,58,57,1,0,"id.go.baliprov: id.go.bali,prov"
id.go.depok,0.5,0.0025,3,2,2,4,3,1,0,"id.go.depok: id.go.depok"
id.ponpes,-1,0.0198,2,0,0,3,0,1,1,"id.ponpes: id.ponpes"
id.biz,0.429,0.043,2,4,4,9,5,2,1,"id.biz: id.biz"
id.net,-0.826,0.0878,2,19,19,25,2,21,1,"id.net: id.net"
id.my,0,0.0527,2,9,10,16,7,7,1,"id.my: id.my"
id.or,0.07,0.1957,2,95,115,159,84,73,1,"id.or: id.or"
id.mil,0,0.0391,2,7,10,20,9,9,1,"id.mil: id.mil"
id.jatayu,0.75,0.0011,2,4,4,8,7,1,0,"id.jatayu: id.jata,yu"
id.desa,-0.333,0.0326,2,2,2,5,1,2,1,"id.desa: id.desa"
id.web,-0.355,0.2836,2,152,158,185,59,124,1,"id.web: id.web"
id.zone,0,0.0172,2,0,0,2,0,0,1,"id.zone: id.zone"
ie,-0.897,5.7019,1,2741,2775,3336,172,3156,1,"ie: ie"
ie.gov,-1,0.0899,2,25,25,36,0,34,1,"ie.gov: ie.gov"
ie.nym,0,0.013,2,0,0,2,0,0,1,"ie.nym: ie.nym"
ie.blogspot,0.8,0.0404,2,3,3,12,9,1,1,"ie.blogspot: ie.blogs,pot"
neustar,-1,0.0629,1,8,8,13,0,11,1,"neustar: neusta,r"
philips,0,0.0183,1,0,0,2,0,0,1,"philips: philips"
abarth,0,0.0157,1,0,0,2,0,0,1,"abarth: abar,th"
crown,0,0.0221,1,0,0,2,0,0,1,"crown: crown"
sky,-1,0.0449,1,2,2,4,0,2,1,"sky: sky"
frl,-0.833,0.0423,1,11,11,14,1,11,1,"frl: frl"
il,-0.808,5.6988,1,9,2525,3090,294,2776,1,"il: il"
il.muni,-1,0.0501,2,14,14,17,0,15,1,"il.muni: il.muni"
il.ac,-0.958,0.3268,2,61,61,98,2,94,1,"il.ac: il.ac"
il.org,-0.727,0.63,2,318,331,420,57,361,1,"il.org: il.org"
il.idf,-1,0.0366,2,4,4,7,0,5,1,"il.idf: il.idf"
il.co,-0.805,4.1796,2,2016,2030,2415,235,2176,1,"il.co: il.co"
il.co.blogspot,0.933,0.0413,3,6,6,32,29,1,1,"il.co.blogspot: il.co.blogs,pot"
il.net,-1,0.0586,2,7,7,10,0,8,1,"il.net: il.net"
il.k12,-1,0.0314,2,3,3,6,0,4,1,"il.k12: il.k,12"
